2
Frequency=3800(MHz)

Phi	Theta	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
0	-3.1415926536	-2.9107581431104	-12.676125165819	-3.39520343031315	1.77604075404226	-2.89564593655429
0	-3.089232776	-2.98731399246068	-12.6755539450797	-3.48095183530818	1.86212947366907	-2.89531044628328
0	-3.0368728985	-3.04946249186211	-12.1456257011325	-3.62013817527425	1.89044733491153	-2.85458234089482
0	-2.9845130209	-2.26636893956698	-12.187855948732	-2.73275577637393	1.43647052649897	-2.73414691602305
0	-2.9321531434	-0.865716066802378	-9.60681396451027	-1.48866079180888	0.840991504813396	-2.5969594378001
0	-2.8797932658	0.0354008085154026	-6.85686234102938	-0.958403990623146	0.660502377803282	-2.44831270671399
0	-2.8274333882	0.446314621027631	-5.29013752312069	-0.902075799447848	0.710700378682391	-2.25986680851864
0	-2.7750735107	1.13021767763998	-4.13432036489858	-0.403569874319965	0.751133023956202	-2.0870319219867
0	-2.7227136331	1.96310303546636	-3.4122627943145	0.475419289441111	0.670669623720656	-2.00891054239796
0	-2.6703537556	2.3609776946459	-3.33525067275128	0.997849697250698	0.530272549021388	-1.99999132202683
0	-2.617993878	2.06280680518356	-3.96039909468524	0.814287753918588	0.434292029334934	-2.00145529651708
0	-2.5656340004	1.26252930995781	-4.9483862159957	0.0747712139224995	0.421419206887804	-1.98116875858844
0	-2.5132741229	0.473324669822248	-5.59831722515976	-0.759181146147605	0.425981060422279	-1.9238190530107
0	-2.4609142453	0.0614887865766324	-5.72436451871942	-1.26905441290899	0.368589359254309	-1.82955734712277
0	-2.4085543678	-0.0184216142887997	-5.708923747884	-1.38366286247732	0.273528955733939	-1.73334234958877
0	-2.3561944902	-0.0398487315959166	-5.88216323110308	-1.3503289477426	0.180274275897139	-1.68337960701722
0	-2.3038346126	-0.0974976413794063	-6.23952042064495	-1.30715358255277	0.0556737137021692	-1.688821835673
0	-2.2514747351	-0.0256190875740951	-6.55674345319727	-1.11734975908196	-0.139559436377614	-1.71550801007418
0	-2.1991148575	0.248660628860525	-6.79723652817851	-0.706503114542258	-0.357030027990233	-1.74138409457631
0	-2.14675498	0.504698311198357	-7.38993142933051	-0.264840005736533	-0.529456524369622	-1.79356920149973
0	-2.0943951024	0.590217948960679	-8.54086900205189	0.0244240981573226	-0.680293657365639	-1.90326863999131
0	-2.0420352248	0.641949854812742	-9.86480246792494	0.237197354346051	-0.893040709273488	-2.05864153639956
0	-1.9896753473	0.758872966318354	-11.0881446898461	0.46532625983304	-1.17757679586439	-2.22438259290365
0	-1.9373154697	0.806278230245598	-13.0631301767815	0.624346563296615	-1.45259146036396	-2.39773022670882
0	-1.8849555922	0.72014920421034	-17.2031693215583	0.649520849317223	-1.68431061445477	-2.60683863474812
0	-1.8325957146	0.601240730743961	-24.1852902295072	0.586791208394444	-1.85823658036714	-2.85416452154829
0	-1.780235837	0.422426053873814	-32.9315899789993	0.420419351154066	-1.95253714926087	-3.10797329503326
0	-1.7278759595	0.0977606192848051	-38.1726840829559	0.0971138160535824	2.24994102172848	2.93098969245803
0	-1.6755160819	-0.187040819380481	-23.2117552766248	-0.20873769792356	1.49477819558006	2.68605334643763
0	-1.6231562044	-0.17297684711512	-16.9764455363775	-0.264601132924407	1.12672619410157	2.441442460537
0	-1.5707963268	0.0254056889326846	-14.1860371158486	-0.142477476284118	0.725621802702051	2.20968233396656
0	-1.5184364492	0.234465990127979	-13.0629613699115	0.02630072428607	0.340433186392042	1.98676327816429
0	-1.4660765717	0.551667249349527	-13.0782187949032	0.359187905223264	0.0830738567851411	1.76809780087647
0	-1.4137166941	1.05731541284396	-13.843415690726	0.914480834715956	-0.0234373619557191	1.56401605266019
0	-1.3613568166	1.59967354497856	-14.1819635347998	1.48341617207616	-0.089941679600026	1.37687263078509
0	-1.308996939	1.94229457402528	-13.4421346671131	1.81473777361925	-0.216385053354455	1.1942077163898
0	-1.2566370614	2.08845210178312	-12.2759804717915	1.92648977643903	-0.330041893516097	1.0083249126016
0	-1.2042771839	2.15527012935191	-11.4402084248793	1.96122507237456	-0.378981502017184	0.823094840898143
0	-1.1519173063	2.20854521675349	-11.0274397666467	1.99734067944907	-0.422886384707673	0.643278628780428
0	-1.0995574288	2.17842226202592	-10.8163510212709	1.95483958187529	-0.542028077971644	0.469289600270184
0	-1.0471975512	1.96260981674031	-10.2290076448054	1.69216758659374	-0.725671676620743	0.299497297564152
0	-0.9948376736	1.60253293429663	-8.79352113425071	1.18681475233019	-0.870349465065494	0.128228344141677
0	-0.9424777961	1.30896980460359	-6.94773325368746	0.606260302067297	-0.948348018787256	-0.049092176539192
0	-0.8901179185	1.13144729300951	-5.50669224311938	0.0698231037188626	-1.03745698366757	-0.222144329723235
0	-0.837758041	0.776522151227693	-4.82872432903619	-0.620639022765928	-1.19255634481778	-0.380067588198007
0	-0.7853981634	0.074846771265672	-4.51718093807698	-1.7785090834948	-1.38725669309214	-0.543092446570404
0	-0.7330382858	-0.631907977316644	-4.0708671360065	-3.25208342755685	-1.52962338238442	-0.755060801724664
0	-0.6806784083	-0.883343808549897	-3.46795859889033	-4.36563331200476	-1.59605191604323	-1.02195698751171
0	-0.6283185307	-0.802367962580743	-2.90413144379388	-4.96295571763008	-1.6779159815179	-1.29111027961348
0	-0.5759586532	-0.763782646773308	-2.43743643281632	-5.71495538199987	-1.83905722146526	-1.56540151525902
0	-0.5235987756	-0.736172389272323	-1.96413974018331	-6.82167361724628	-2.02283741427311	-1.89975996180868
0	-0.47123889804	-0.705121750997305	-1.68051573732429	-7.66973718618189	-2.13877265855534	-2.26887845082962
