2
Frequency=902(MHz)

Phi	Theta	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
0	-3.1415926536	-1.89080208448603	-3.50484596059668	-6.97154851429223	1.18589755069747	-2.94942659938944
0	-3.089232776	-2.49885580122594	-4.22874115244854	-7.33279585392556	1.16977179469597	-2.77223100490129
0	-3.0368728985	-3.13875946127824	-5.0719368431638	-7.58467838408258	1.2049742088336	-2.57657145475465
0	-2.9845130209	-3.2496625921265	-5.52072630861178	-7.15137284735131	1.30992635700021	-2.44215834377678
0	-2.9321531434	-2.69667279291739	-5.11657789819002	-6.39044724194188	1.42803776154832	-2.42117239320997
0	-2.8797932658	-2.01243339158261	-4.22960925402512	-5.99380167193286	1.47535398650909	-2.46099763363085
0	-2.8274333882	-1.72448703873484	-3.56235148295856	-6.34576939498968	1.44005228780944	-2.48131431687318
0	-2.7750735107	-1.91317104834458	-3.41042928990567	-7.26518952875795	1.35771714536966	-2.41907143199641
0	-2.7227136331	-2.26637681719171	-3.65789293110617	-7.88653422691845	1.27342883187514	-2.26613773922727
0	-2.6703537556	-2.3908651368646	-3.95073720313404	-7.59443513536353	1.22881126994227	-2.12042533562182
0	-2.617993878	-2.19390210169226	-3.91006356872773	-7.05602450705319	1.23396605433774	-2.04814861033694
0	-2.5656340004	-1.8758922568369	-3.4581031393142	-7.02820585000854	1.25182393542546	-1.99757252433348
0	-2.5132741229	-1.57942846101235	-2.88833992900195	-7.42619991219487	1.24031429558484	-1.89232381628335
0	-2.4609142453	-1.24582646445527	-2.48473564907871	-7.29801346509078	1.19214390513987	-1.72644545947421
0	-2.4085543678	-0.755557187580522	-2.281563903102	-6.038520394348	1.12308408723433	-1.6141793201674
0	-2.3561944902	-0.12215530975692	-2.17311328659883	-4.3656276145739	1.05020063808222	-1.61711432555595
0	-2.3038346126	0.450959767766857	-2.09564794491813	-3.07852422345691	0.97848675277382	-1.68752785492069
0	-2.2514747351	0.728804794105327	-2.08657030939065	-2.48558166180468	0.900106437732744	-1.77782630484947
0	-2.1991148575	0.644158007104009	-2.21341413719223	-2.52443710293237	0.808208588554523	-1.86801711533508
0	-2.14675498	0.342180891127891	-2.469374104957	-2.87639714025879	0.709591954074792	-1.94651867006619
0	-2.0943951024	0.0407388872430743	-2.7712382024094	-3.17737562598051	0.621321056944124	-1.99484662904479
0	-2.0420352248	-0.135879612289742	-3.04036480253043	-3.25463700774568	0.553635233189385	-1.99872392753162
0	-1.9896753473	-0.189541867394369	-3.25690111058523	-3.14352249311281	0.497488851082009	-1.96959741130333
0	-1.9373154697	-0.17926171516466	-3.49008045658592	-2.90849885210074	0.436040289525093	-1.94167314120915
0	-1.8849555922	-0.13039657230941	-3.82168319572305	-2.55215798632144	0.367675478054609	-1.94764062914902
0	-1.8325957146	-0.0306524134974576	-4.2746624538949	-2.08128584585936	0.31414633492504	-1.99277533209678
0	-1.780235837	0.113683883503033	-4.75674863904472	-1.59845602382318	0.298727767443307	-2.05546460512057
0	-1.7278759595	0.235459517446068	-5.06789630212413	-1.28199002996837	0.315629569857741	-2.11487328074174
0	-1.6755160819	0.296257624598903	-5.07691372473879	-1.19232296784176	0.323339115411455	-2.16952110048809
0	-1.6231562044	0.35964227793599	-4.87922492656552	-1.18506457966972	0.288802765904616	-2.23105538707654
0	-1.5707963268	0.514800036815511	-4.6676169694859	-1.05424518318518	0.223848322954204	-2.30451778035027
0	-1.5184364492	0.729605572393324	-4.58840144511098	-0.781731114653605	0.166258369200763	-2.38087796757235
0	-1.4660765717	0.855179461254084	-4.6695119326821	-0.572946330824112	0.140425100290724	-2.45173699081622
0	-1.4137166941	0.80735987323355	-4.78290178365944	-0.595501335791087	0.137903904445624	-2.52334757212855
0	-1.3613568166	0.681890066578499	-4.7647825094175	-0.776995750214711	0.128691452879013	-2.60711843108253
0	-1.308996939	0.669674765942453	-4.57251097243585	-0.873615340867815	0.0958280374679785	-2.70034928889987
0	-1.2566370614	0.815612074879496	-4.30390899802476	-0.781090849560034	0.053220569601261	-2.78156705389553
0	-1.2042771839	0.938816825559713	-4.10361948774471	-0.692582169644339	0.0236920204898349	-2.83463756696597
0	-1.1519173063	0.844138376208295	-4.0359802303669	-0.863328474071149	0.0124997468562905	-2.86470394444716
0	-1.0995574288	0.504247515665597	-4.06835790698301	-1.35948178915594	0.00598235674728554	-2.88767957877511
