phi,theta,gain_total,gain_total_db,gain_phi,gain_phi_db,gain_theta,gain_theta_db
0.0,-35.99999999897105,-15.7616386803478,-15.7616386803478,0.0013873586489999876,-28.5781125403337,0.025148682500000196,-15.9948476201829
0.0,-33.00000000239904,-16.0084799256373,-16.0084799256373,0.0009216300999999976,-30.3544334983836,0.024148235599999922,-16.1711459564444
0.0,-30.00000000009747,-17.724976644265,-17.724976644265,0.0036519984999999807,-24.3746940951722,0.013233050900000118,-18.7834001701552
0.0,-27.000000000087724,-18.5389402393958,-18.5389402393958,0.012377044799999909,-19.0738303708159,0.001622244099999985,-27.8988379666812
0.0,-24.000000000077975,-25.1608243679631,-25.1608243679631,0.0027027528999999874,-25.6819365799049,0.0003445635999999973,-34.6273060371363
0.0,-21.000000000068226,-19.2471333563205,-19.2471333563205,0.005561102899999988,-22.5483906887046,0.006331766899999996,-21.9847508179249
0.0,-18.00000000005848,-16.1715225506846,-16.1715225506846,0.018283411599999962,-17.3794276369998,0.005862730099999956,-22.3190009878446
0.0,-15.000000000048734,-15.6083607697273,-15.6083607697273,0.024930882499999973,-16.0326234812692,0.0025584328250000195,-25.920259815118
0.0,-12.000000000038987,-14.5424100946917,-14.5424100946917,0.02184112960000003,-16.6072490413761,0.013295410201000035,-18.7629825891289
0.0,-9.00000000002924,-12.5244569465074,-12.5244569465074,0.03122472489999992,-15.0550137921286,0.02469361960000006,-16.0741524635438
0.0,-6.000000000019494,-11.616927040345,-11.616927040345,0.037285924100000194,-14.2845508881961,0.031628050100000346,-14.9992758193548
0.0,-3.000000000009747,-15.8210966109304,-15.8210966109304,0.01456541090000011,-18.3667725912519,0.011609809000000044,-19.3517492504423
0.0,-2.5444437451704546e-14,-22.5258049382654,-22.5258049382654,0.005001238800000007,-23.0092240819053,0.0005888602889999991,-32.2998773223098
0.0,3.000000000009747,-15.5980893101481,-15.5980893101481,0.016274344399999946,-17.8849649764132,0.011280062600000123,-19.4768849017899
0.0,6.000000000019494,-12.1087297822512,-12.1087297822512,0.03883801690000007,-14.107429536192,0.02269766560000016,-16.4401880664701
0.0,9.00000000002924,-11.6877481820701,-11.6877481820701,0.02592983559999986,-15.8620023673004,0.04186946000000039,-13.7810264026789
0.0,12.000000000038987,-11.546062230225,-11.546062230225,0.010708825000000111,-19.7025817846886,0.05933885840000052,-12.2666081318179
0.0,15.000000000048734,-14.0536499202796,-14.0536499202796,0.012159259599999953,-19.1509286925935,0.027162686900000125,-15.6602727238391
0.0,18.00000000005848,-17.7234774659371,-17.7234774659371,0.01543972819999991,-18.1136034922562,0.0014511509009999851,-28.3828742418248
0.0,21.000000000068226,-17.7207856863495,-17.7207856863495,0.009335380000000077,-20.2986799924203,0.007565971399999959,-21.2113530470937
0.0,24.000000000077975,-14.5071579906146,-14.5071579906146,0.005641174664000049,-22.4863045329055,0.02978173250000016,-15.2605004152997
0.0,27.000000000087724,-12.8661662662119,-12.8661662662119,0.016859832100000166,-17.7314675464642,0.03482741159999973,-14.5807880144211
0.0,30.00000000009747,-15.9975169441443,-15.9975169441443,0.0058389476000000684,-22.3366542218542,0.019294282400000196,-17.1457136923125
0.0,33.00000000239904,-25.1608278396792,-25.1608278396792,0.0005022436640000016,-32.9908553333968,0.0025450704000000257,-25.9430020000358
0.0,35.99999999897105,-18.8017082071662,-18.8017082071662,0.001302699716000013,-28.8515568153498,0.01187468360000002,-19.2537795329086
0.0,39.000000001272625,-14.2895472609884,-14.2895472609884,0.0004557725000000014,-33.4125188244338,0.03678728040000043,-14.3430231738578
0.0,41.999999997844625,-13.1791887042229,-13.1791887042229,0.0055308280359999415,-22.5720984436528,0.04256209010000006,-13.709770532551
0.0,45.0000000001462,-18.816347958115,-18.816347958115,0.0053827336000000035,-22.689971135733,0.007750304499999977,-21.1068123425861
0.0,48.00000000244778,-23.4705083961779,-23.4705083961779,0.0019731031559999963,-27.0485020876177,0.002524168899999997,-25.9788158845967
0.0,50.99999999901978,-15.6246973954869,-15.6246973954869,0.00010595686500000003,-39.7487089987785,0.027280147599999756,-15.6415328424679
0.0,54.00000000132136,-13.618610464415,-13.618610464415,0.006306879999999991,-22.0018543217992,0.03715804689999989,-14.2994712145031
0.0,56.999999997893354,-15.4096822147752,-15.4096822147752,0.012336378399999922,-19.088123177536,0.016439711295999842,-17.8410581353898
0.0,60.00000000019494,-14.0016324823026,-14.0016324823026,0.013876672399999918,-18.5771466439826,0.02591908290000027,-15.8638036925652
0.0,63.00000000249652,-11.4037634775227,-11.4037634775227,0.0062324306560000466,-22.0534254489544,0.06614841489999927,-11.7948055825549
0.0,65.99999999906852,-11.4821700099884,-11.4821700099884,0.0013359074154121067,-28.7422363944201,0.06974991609999937,-11.5645631045335
0.0,69.00000000137008,-13.4711200998,-13.4711200998,0.0041826665000000195,-23.7854676199928,0.04078372010000007,-13.8951316244176
0.0,71.9999999979421,-13.0410266450419,-13.0410266450419,0.0071386400000000285,-21.4638451886164,0.042508854400000476,-13.7152059897224
0.0,75.00000000024367,-11.4558885586055,-11.4558885586055,0.0035144319999999875,-24.5414485533796,0.06800287359999928,-11.6747273490767
0.0,78.00000000254525,-11.5199166167164,-11.5199166167164,0.005517209000000011,-22.5828056401625,0.06495345089999939,-11.8739777042599
0.0,80.99999999911725,-11.0609045542681,-11.0609045542681,0.008719244499999912,-20.5952114393161,0.06960740410000023,-11.5734456227523
0.0,84.00000000141883,-7.73436856672681,-7.73436856672681,0.020887637524000104,-16.8011067769854,0.1475981000000001,-8.30919233060583
0.0,86.99999999799083,-5.59528768946013,-5.59528768946013,0.043785680000000334,-13.5866790122741,0.23193620000000004,-6.34631462516395
0.0,90.0000000002924,-5.90973063489825,-5.90973063489825,0.04945378000000012,-13.0580050749651,0.20701053000000008,-6.84007562733507
