2
Frequency=5080(MHz)

Phi	Theta	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
0	-3.1415926536	-15.9525672692868	-19.0064737506628	-18.9196941954119	-1.91079642762434	-0.915391438912942
0	-3.089232776	-16.9112916802242	-21.8702008781677	-18.5813128281827	-2.29318486417305	-0.316352169967639
0	-3.0368728985	-20.740723637086	-21.552025647567	-28.4260791240865	-2.31704029990525	0.359635241166129
0	-2.9845130209	-15.5585585418057	-16.974462029446	-21.11479979701	-1.77241407454847	-1.97201561078029
0	-2.9321531434	-10.236549748254	-14.9315641888925	-12.0360686712905	-1.46329984997974	-1.52628792532491
0	-2.8797932658	-9.39411650022439	-19.0860738864183	-9.8873070679078	-1.21661901437277	-1.15840375893741
0	-2.8274333882	-11.3121739390276	-34.9064355226187	-11.3311982537282	-2.29281869572667	-0.804165511333095
0	-2.7750735107	-12.9745114735168	-20.1018490121576	-13.9098731591248	-2.96287037503425	-0.873898775407119
0	-2.7227136331	-10.5126275005956	-17.0271096846663	-11.6091262313374	-2.54261901213845	-1.48570815163759
0	-2.6703537556	-8.49263608740645	-18.4724621909083	-8.95245833272632	-1.82151153141348	-1.61577158897742
0	-2.617993878	-9.11550764600051	-16.1696077429229	-10.0686558776944	-1.15689014328603	-1.44102508095019
0	-2.5656340004	-9.36361115958223	-13.8026579704163	-11.3006464560283	-1.36489732542911	-1.20461405383315
0	-2.5132741229	-7.33818217106988	-12.1269263595927	-9.0903554091998	-1.81332557533272	-1.37895797187827
0	-2.4609142453	-5.18744115269003	-12.3934203599102	-6.10411348896602	-2.0318358940189	-1.59240475859601
0	-2.4085543678	-5.06428134847891	-14.3720557004809	-5.60604983224505	-1.93677957320549	-1.63074351556989
0	-2.3561944902	-6.00638576704622	-14.3663307904919	-6.69121349403369	-1.85148722626948	-1.53799357075486
0	-2.3038346126	-5.42632627580886	-13.5272189923151	-6.156987435854	-2.19303212665185	-1.49781556014322
0	-2.2514747351	-3.67439419360019	-13.6891728684669	-4.1303301242802	-2.72250909114891	-1.60486234442233
0	-2.1991148575	-2.93568964198603	-16.0980741084686	-3.15059478709283	-3.13038061545741	-1.71455521327623
0	-2.14675498	-3.77645784839608	-22.2058845512447	-3.83926050130495	-2.88948532405178	-1.77795600938794
0	-2.0943951024	-4.71838334305639	-20.4428354295241	-4.83620272876203	-2.1140130982882	-1.78622860922872
0	-2.0420352248	-4.69151913965955	-19.2307200153107	-4.84697745366536	-2.3811132646287	-1.7447347239804
0	-1.9896753473	-4.55170997988172	-20.8994807788355	-4.65359053457721	-2.90686300613376	-1.6690367488837
0	-1.9373154697	-4.86815838862398	-24.264032440463	-4.91835847828659	-2.84309372200361	-1.55727706592882
0	-1.8849555922	-4.69428910310759	-22.337227795403	-4.76966872798462	-2.20411507455982	-1.45079311864086
0	-1.8325957146	-3.73958388586994	-21.2112943262464	-3.81802238759476	-2.38814782389383	-1.40238168834497
0	-1.780235837	-2.95023972250144	-23.0292555706395	-2.99309692552979	3.12798612268674	-1.3659824232644
0	-1.7278759595	-2.725199742702	-23.741469214709	-2.75970469803953	2.42161935075276	-1.30112186204571
0	-1.6755160819	-2.61100445756711	-26.8278700202479	-2.62748309986563	2.18747385266688	-1.24459527114193
0	-1.6231562044	-2.26987130549035	-30.4193089222763	-2.27652669191383	2.00549879272621	-1.23396203831892
0	-1.5707963268	-2.07772519636204	-29.9691062940311	-2.08478836071352	1.16594591582528	-1.22556609259993
0	-1.5184364492	-2.28598836874287	-26.5693464428559	-2.30221616854246	0.364206483477144	-1.17044023897374
0	-1.4660765717	-2.4963976819841	-25.9772816209602	-2.51592632126342	-0.0282027531031611	-1.09012018763349
0	-1.4137166941	-2.37885564444396	-28.3318685758295	-2.38989732007904	0.274858318991151	-1.03931927366428
0	-1.3613568166	-2.24611266220477	-24.3991335354832	-2.27264700071999	0.727400281692791	-1.01079245997275
0	-1.308996939	-2.47908340876402	-20.563586501128	-2.54711823856968	0.508279997914379	-0.959103765239647
0	-1.2566370614	-2.91698587568515	-18.7421344964764	-3.03206880000108	0.291705402269086	-0.871519888316851
0	-1.2042771839	-3.13310769699694	-18.1408263858987	-3.27241020985503	0.316899941431037	-0.773030210265412
0	-1.1519173063	-3.04828641792171	-17.1861416508141	-3.21909561719438	0.372044751311649	-0.693180269481815
0	-1.0995574288	-3.00571599762901	-16.2457826123447	-3.21671723300508	0.203123748935228	-0.644949333704047
0	-1.0471975512	-3.28482097364126	-16.0519170384958	-3.52077031022157	-0.0238557909961888	-0.625532324118093
0	-0.9948376736	-3.96046928905756	-16.7125707541365	-4.19725733614953	-0.0531597441318479	-0.606170156996731
0	-0.9424777961	-4.98118983341573	-16.3443934425428	-5.31067357512943	0.0908500781025719	-0.555844716649117
0	-0.8901179185	-6.14531582087825	-14.4868106528175	-6.83330269557789	0.0764588462462397	-0.494000866167763
0	-0.837758041	-7.03028174286625	-13.1480090333833	-8.24777010208092	-0.0595108939571547	-0.475437607130306
0	-0.7853981634	-7.3428756116552	-12.9849506906442	-8.72614232710031	-0.142098850585685	-0.463159089254617
0	-0.7330382858	-7.31965962087683	-13.2376378323669	-8.60380025509028	-0.122418998787636	-0.350450398342604
0	-0.6806784083	-7.58545342051122	-12.890900092845	-9.10202882071236	-0.0841302968991837	-0.142812520893562
0	-0.6283185307	-8.35649705965638	-12.2422212497803	-10.6385768581282	-0.102438525406493	0.101531301804459
0	-0.5759586532	-8.8975213720341	-11.7886607260742	-12.0303438906647	-0.15970648474745	0.285219527039603
0	-0.5235987756	-8.63079865230409	-11.4260232568361	-11.8673826180483	-0.22136897649884	0.306065809358951
0	-0.47123889804	-8.34791992267405	-11.3295704118415	-11.3870595968585	-0.242583201218501	0.297675222023788
0	-0.41887902048	-9.11877989759372	-11.8405942804877	-12.4381006067052	-0.190764814797144	0.408305943200066
0	-0.36651914292	-9.93792119203504	-12.1913248077247	-13.8654678661162	-0.121659420011271	0.64606723028264
0	-0.31415926536	-9.0936930521502	-11.2551650078977	-13.1600449711197	-0.159622212382945	0.712623684581812
0	-0.2617993878	-7.69373748708206	-9.86135269978676	-11.7505810803931	-0.232101084669606	0.564504032055068
0	-0.20943951024	-7.75946976542338	-9.6926568622083	-12.2053713617172	-0.214636469370095	0.427909457204307
0	-0.15707963268	-9.52882315286348	-10.661037163832	-15.9211962157231	-0.144502974774282	0.326199363405153
