Frequency=3500(MHz)

Phi 	Theta	     ETotal.dB	         E(Phi).AmpdB	    E(Theta).AmpdB	     E(Phi).Phase	     E(Theta).Phase
0.31415926536	-0.9424777961	-10.4652920630051	-21.1246330477404	-10.8554233330661	-0.824765650843899	-0.579388801883392
0.31415926536	-0.8901179185	-10.7779208045301	-23.86361519918	-10.9967526492428	-0.474951293334358	-0.540176191272952
0.31415926536	-0.837758041	-10.3851478981553	-20.1789077997	-10.8662548385103	-0.0822680621643511	-0.561932512880453
0.31415926536	-0.7853981634	-10.0565489629776	-18.0953348132654	-10.7986863515985	-0.220628873677959	-0.573482996986443
0.31415926536	-0.7330382858	-11.007676322577	-18.8395684375241	-11.7894826135286	-0.590332187530124	-0.541752299694657
0.31415926536	-0.6806784083	-12.3225713748255	-19.5986257209445	-13.2229387888126	-0.838627077621589	-0.452907675969825
0.31415926536	-0.6283185307	-12.2288281232296	-19.30799713286	-13.1758460663546	-0.664963065839601	-0.348463352026538
0.31415926536	-0.5759586532	-11.5293649600004	-18.56826292663	-12.4862522008549	-0.503251894312933	-0.319407266359931
0.31415926536	-0.5235987756	-12.1642984541469	-18.6935395738801	-13.2565675054381	-0.567527649523399	-0.336023451279946
0.31415926536	-0.47123889804	-13.2492650721239	-17.8604066922054	-15.0924813473666	-0.649285457631225	-0.293906555760674
0.31415926536	-0.41887902048	-12.6839120696721	-16.2065249462145	-15.2360070672103	-0.639314113023506	-0.165376664757379
0.31415926536	-0.36651914292	-12.1255394670663	-16.0752852343878	-14.3639096016286	-0.670566265165652	-0.163103778342921
0.31415926536	-0.31415926536	-13.7374375632346	-17.8325374021377	-15.8804695789668	-0.737888436920685	-0.310532760843997
0.31415926536	-0.2617993878	-16.780878600568	-18.3923664190573	-21.8673090147136	-0.691769631345516	-0.512072030020989
0.31415926536	-0.20943951024	-15.5924662033602	-15.6384085278236	-35.3711305818369	-0.652337581370989	0.113158933455197
0.31415926536	-0.15707963268	-13.1427147400095	-13.2133660720461	-31.0646320860509	-0.712499334840994	0.697575927054248
0.31415926536	-0.10471975512	-12.8393835290404	-13.0013930307605	-27.2025747156744	-0.683183387467258	-0.401401399063225
0.31415926536	-0.05235987756	-13.782069895861	-14.1018622234432	-25.2701476554625	-0.405604250291632	-0.872417432507666
0.31415926536	-4.4408920985E-16	-14.1462562438825	-14.1634368219746	-38.1823090851947	-0.13596013445528	-1.22546971399189
0.31415926536	0.05235987756	-13.7892088534115	-14.0407110909266	-26.2867777110963	2.86417141292865	-0.263285772219245
0.31415926536	0.10471975512	-12.5065346858543	-13.519296477796	-19.3258495221623	2.53451843474901	0.257771142234297
0.31415926536	0.15707963268	-11.694006184221	-13.636119125765	-16.1240339904592	2.41706574042228	0.443896384489888
0.31415926536	0.20943951024	-12.9324982681673	-15.5567503393267	-16.3665401009289	2.4888580861407	0.142511362313706
0.31415926536	0.2617993878	-13.4007945700705	-17.8606312932983	-15.3261877968613	2.51331934962113	-0.339457787009284
0.31415926536	0.31415926536	-12.5468748008168	-17.6645482130509	-14.1443989723537	2.40376731185594	-0.332321939088597
0.31415926536	0.36651914292	-11.9433097262829	-16.0384722432758	-14.0863017563947	2.40326601914383	-0.112714325353591
0.31415926536	0.41887902048	-12.0846940570798	-15.8864263325601	-14.4257976675267	2.45411044971002	-0.174373380265952
0.31415926536	0.47123889804	-11.9292225476814	-17.4084271567163	-13.3751884159036	2.4664461117964	-0.457056406633554
0.31415926536	0.5235987756	-10.9567807572275	-18.5718885348962	-11.7826531939589	2.52301976077349	-0.482922748461115
0.31415926536	0.5759586532	-10.2875331817808	-18.1421109264336	-11.0648789534237	2.61869092355041	-0.353950785249275
0.31415926536	0.6283185307	-10.093356595867	-17.9265108453103	-10.8749139887627	2.5389970110457	-0.332135855639875
0.31415926536	0.6806784083	-10.0197557638056	-18.1042407668401	-10.7534299034556	2.33117980681949	-0.415352887388816
0.31415926536	0.7330382858	-10.0821858731855	-17.9809529915322	-10.8509225690847	2.37446599921917	-0.423394621350756
0.31415926536	0.7853981634	-10.4175490700303	-17.6044902581148	-11.3387074924166	2.68568393492908	-0.380232348209174
0.31415926536	0.837758041	-10.6771845519274	-18.0021845880094	-11.5663539583904	2.83521931704516	-0.473471141230957
0.31415926536	0.8901179185	-10.3406662787475	-19.4557418050697	-10.9086927408068	2.62171258169511	-0.663445085768856
0.31415926536	0.9424777961	-9.71695926681432	-18.9825098478913	-10.2643686888262	2.40206043069223	-0.754503937142049
0.31415926536	0.9948376736	-9.50157120561675	-18.1354884675442	-10.1412850111013	2.51777912342177	-0.75539352824861
0.31415926536	1.0471975512	-9.2251941082634	-18.4461780221807	-9.77862534426492	2.68617223367989	-0.769484965671411
0.31415926536	1.0995574288	-8.59223756105483	-19.6494978482733	-8.94677709522071	2.74112745864841	-0.832755154488954
0.31415926536	1.1519173063	-8.03641442663465	-20.4821750881562	-8.29102508781219	2.80784120442283	-0.901369520584049
0.31415926536	1.2042771839	-7.91221941925894	-21.5926899013474	-8.10242033404564	2.98211181974011	-0.928769393428232
0.31415926536	1.2566370614	-7.9898573540982	-24.7705100076218	-8.08196941704187	3.04855881474645	-0.887778673647547
0.31415926536	1.308996939	-7.88491580537056	-27.4076780152685	-7.93366227114037	2.58958413494612	-0.828420294880426
0.31415926536	1.3613568166	-7.58413466051288	-25.1558839760299	-7.66077114409283	2.33827067362433	-0.838717403569308
0.31415926536	1.4137166941	-7.2804953296519	-26.4886889694494	-7.33292580968328	2.42969250868352	-0.899470324431702
0.31415926536	1.4660765717	-7.30131351565351	-34.5525783365785	-7.3094994274446	2.10544507496644	-0.916020116959779
0.31415926536	1.5184364492	-7.91651268324627	-30.1852198378469	-7.94234745888477	1.45270810440118	-0.905135415615146
0.31415926536	1.5707963268	-8.58678203032102	-23.672448475233	-8.72356718758496	1.92426158060606	-0.992864562532727
0.31415926536	1.6231562044	-8.37413083627514	-22.1822406683585	-8.55870432382402	2.2844984143227	-1.15700541211171
0.31415926536	1.6755160819	-8.08285940606158	-26.7238124109617	-8.14265585624262	2.82992337071064	-1.20849907222011
0.31415926536	1.7278759595	-8.5404113138931	-31.7651429413017	-8.56112925689367	-2.41211855319704	-1.18307506765921
0.31415926536	1.780235837	-8.98217096024234	-39.3141104768637	-8.98619619863205	1.96056900696393	-1.25135934719898
0.31415926536	1.8325957146	-8.04087614108213	-24.3973211615337	-8.14255101317442	1.55851554385331	-1.36546343207168
0.31415926536	1.8849555922	-7.31728639300021	-24.8177398065044	-7.39520280874082	1.58594320036198	-1.34104722037183
0.31415926536	1.9373154697	-8.08241061105743	-39.6424568296666	-8.0854440227132	-0.777797875432265	-1.25081057082279
0.31415926536	1.9896753473	-9.24830689696529	-21.7170447083093	-9.50153410762356	-0.674360323355624	-1.31137682243501
0.31415926536	2.0420352248	-8.47329543804269	-16.2374152740167	-9.2685948062592	-0.0529245565001226	-1.53590647688712
0.31415926536	2.0943951024	-7.1091561666475	-14.2365597261313	-8.04450198581947	0.423652351655679	-1.58995559829857
0.31415926536	2.14675498	-7.19264966809924	-16.2310036161483	-7.77150531320561	0.938570012384724	-1.507483169133
0.31415926536	2.1991148575	-7.69986515858503	-18.8015338045014	-8.05064816776975	1.4778887206775	-1.48392447355677
0.31415926536	2.2514747351	-7.68585097355016	-18.6120939426472	-8.05171947414321	1.21553710922669	-1.55593262493932
0.31415926536	2.3038346126	-7.2461094947895	-15.0651601758843	-8.03045309863238	0.875260081960889	-1.5791475316866
0.31415926536	2.3561944902	-7.2689110827509	-14.5296299110978	-8.1728190714947	0.901296601137198	-1.54176065433751
0.31415926536	2.4085543678	-7.21073185239308	-16.9392889183245	-7.69954162592801	0.993595892572236	-1.56112664517292
0.31415926536	2.4609142453	-6.80932187575328	-19.3822469472427	-7.05637239737361	0.919620828769254	-1.6071951253056
0.31415926536	2.5132741229	-7.53256431930816	-20.8466549856795	-7.73991307564675	1.01294486706923	-1.5644702288353
0.31415926536	2.5656340004	-9.28900837331549	-22.6241123585594	-9.49533214121458	1.49993605037911	-1.44039398888773
0.31415926536	2.617993878	-9.8862143473356	-26.6040956695085	-9.97968196609244	1.14360236178668	-1.48490933900604
0.31415926536	2.6703537556	-8.51961013903765	-19.5027062917559	-8.88051694906774	-0.122410588343391	-1.76012314887558
0.31415926536	2.7227136331	-8.22803800211983	-17.3175468794176	-8.79964895171633	-0.389165172899673	-2.03419760004505
0.31415926536	2.7750735107	-10.7033041667856	-25.8875536318686	-10.836971595732	-0.476331918119522	-2.19096485422867
0.31415926536	2.8274333882	-11.9786953815771	-20.5361384219283	-12.6306704996036	1.13331452674888	-1.91110764806454
0.31415926536	2.8797932658	-7.86543454959377	-11.1047498745677	-10.6581932111887	0.817399430078934	-1.53877314801302
0.31415926536	2.9321531434	-6.4280566333537	-8.5024374173612	-10.6329995716005	0.630459527225911	-1.59711552871116
0.31415926536	2.9845130209	-9.12642367935022	-11.1106494071997	-13.4827609372883	0.490971996349004	-2.10651874466703
0.31415926536	3.0368728985	-11.8085512419466	-14.5222199620117	-15.1372379180548	0.308739792025444	-2.57726458119929
0.31415926536	3.089232776	-11.2329014809212	-11.6764795915839	-21.3609449946539	0.347915731579947	-2.35114945814636
0.31415926536	3.1415926536	-9.35851007005276	-9.46300575246562	-25.5975127984587	0.466173527585177	1.01629601119039
0.36651914292	-3.1415926536	-9.35784349925042	-9.53490593537105	-23.3426526968632	-2.67995576573979	-2.26098173997552
0.36651914292	-3.089232776	-9.2735469238993	-11.7531547725516	-12.8885344385053	-2.56679095753334	-1.61901499254307
0.36651914292	-3.0368728985	-9.37900398951536	-14.2729041753697	-11.0798484650237	-2.52188426056204	-1.4923298896352
0.36651914292	-2.9845130209	-8.57007664912004	-10.515001351125	-12.9951227261681	-2.49352812435691	-2.16820925186487
0.36651914292	-2.9321531434	-4.85673966768125	-7.99964568426364	-7.73836283566855	-2.28241945686265	-2.64436622129378
0.36651914292	-2.8797932658	-3.41881153950438	-10.2196556894701	-4.43643734491224	-1.80378679782466	-2.34240632454956
0.36651914292	-2.8274333882	-2.60933994646636	-15.4423784325261	-2.84163691414886	-0.901138050349477	-1.96814809642579
0.36651914292	-2.7750735107	-3.03369549061008	-30.1886956315072	-3.04206505217078	0.789054454234164	-1.8460739634146
0.36651914292	-2.7227136331	-3.8354051019402	-15.6189939350551	-4.133422125783	3.10750918105299	-2.0117696366491
0.36651914292	-2.6703537556	-3.72357123217181	-13.7280123552339	-4.18065295988459	-2.53122482686932	-2.12306617848023
0.36651914292	-2.617993878	-3.38955717763817	-14.3802776438806	-3.74980395162751	-1.70350356627776	-1.95316138467556
0.36651914292	-2.5656340004	-2.66027685108246	-14.9830427932197	-2.92242649258629	-1.37296049047983	-1.77607179273612
0.36651914292	-2.5132741229	-1.79767601649674	-15.5915007255701	-1.98287076758243	-1.67615534656563	-1.78206516789176
0.36651914292	-2.4609142453	-0.940036101368349	-13.1766015417909	-1.20760620497512	-1.84111849748494	-1.84197692690608
0.36651914292	-2.4085543678	-0.657460180329588	-11.3349342709071	-1.04589101607469	-1.84967850017035	-1.84094618173385
0.36651914292	-2.3561944902	-0.945942534915074	-11.3269960328384	-1.36317044908942	-1.97921961598387	-1.83631984964767
0.36651914292	-2.3038346126	-1.35964836727075	-13.5432632923849	-1.63060527595546	-2.0312115550833	-1.90197084577783
0.36651914292	-2.2514747351	-1.86481801476942	-16.7864445299616	-2.00695567425786	-1.49931169142571	-1.96604296109777
0.36651914292	-2.1991148575	-2.82378882582476	-15.4580059393954	-3.06727830152689	-1.09426433615876	-1.91023897046403
0.36651914292	-2.14675498	-3.57482892130715	-15.9482871431378	-3.83384389661134	-1.54962634062437	-1.72612911763491
0.36651914292	-2.0943951024	-2.82457800797574	-16.6527409583974	-3.00828297000216	-2.32348239053419	-1.62042993464652
0.36651914292	-2.0420352248	-1.97803063846345	-21.8357427845749	-2.02313999292428	-3.04734484833631	-1.6764185459377
0.36651914292	-1.9896753473	-2.36269539871451	-25.6682008731918	-2.38303067751564	0.99413931855025	-1.78369992048232
0.36651914292	-1.9373154697	-4.11017424761051	-20.3200051106509	-4.21538279708522	-0.0632692214704563	-1.84505664067779
0.36651914292	-1.8849555922	-5.91333551022432	-18.1225768477518	-6.18264782345097	-0.716700408297588	-1.7476900151526
0.36651914292	-1.8325957146	-6.35985644347133	-19.7906052518714	-6.56157997708773	-0.802862732045655	-1.54099254801132
0.36651914292	-1.780235837	-6.29956524412138	-25.0545068366862	-6.35780221082686	0.203431845066249	-1.42416816516508
0.36651914292	-1.7278759595	-6.55324516007042	-21.3365626538264	-6.70006091750853	0.864738173910732	-1.36163041666758
0.36651914292	-1.6755160819	-6.639601977131	-20.8394273025704	-6.80794366402706	0.341675453470785	-1.24399076386653
0.36651914292	-1.6231562044	-5.96239730666235	-18.9354518835117	-6.18713041311667	-0.287474270941141	-1.10933689810909
0.36651914292	-1.5707963268	-5.62072746656501	-21.4407834240408	-5.73594722673127	-0.483867673520144	-1.06593495513577
0.36651914292	-1.5184364492	-5.74185646023122	-32.9622580354076	-5.75010080805239	0.3356463629802	-1.10688861722773
0.36651914292	-1.4660765717	-5.70838884552117	-25.5149240368774	-5.7540357295982	1.09744438108791	-1.12909556651443
0.36651914292	-1.4137166941	-5.83156995580893	-21.4196391356376	-5.95320108999601	0.580294871936635	-1.07909960793144
0.36651914292	-1.3613568166	-6.68881117705116	-20.8743644163766	-6.85771790648677	0.291075458762015	-1.03271856570959
0.36651914292	-1.308996939	-7.94464139232274	-23.2989522274552	-8.07309913419556	0.224694879912698	-1.06635503492623
0.36651914292	-1.2566370614	-8.33242780175591	-23.2371120429531	-8.47513026612956	0.281848925272187	-1.10287726773995
0.36651914292	-1.2042771839	-8.2688097111641	-20.7883588130005	-8.51900498971495	0.27467474256781	-1.03051401955405
0.36651914292	-1.1519173063	-9.10317740562123	-20.3225736028184	-9.44420089613132	0.200713208624866	-0.907775950468193
0.36651914292	-1.0995574288	-10.7147576835528	-20.8400053677687	-11.1586365534579	-0.0496778534796399	-0.814531022978668
0.36651914292	-1.0471975512	-11.3072276037657	-19.5933490926242	-12.0047908345671	-0.404165042226982	-0.741727046809517
0.36651914292	-0.9948376736	-10.7648371900118	-19.0378919734717	-11.4646811714535	-0.648567665268143	-0.6323463719499
0.36651914292	-0.9424777961	-10.6849166203747	-21.4839469075207	-11.0621466576507	-0.780616721771927	-0.52601657351779
0.36651914292	-0.8901179185	-10.9868073994395	-24.0815724460818	-11.2051709967423	-0.420920835445982	-0.488995664798668
0.36651914292	-0.837758041	-10.6039400193357	-20.1387665378687	-11.1164160012609	-0.0661254475682817	-0.518031038883526
0.36651914292	-0.7853981634	-10.2815576416631	-18.0729514123779	-11.0713965437793	-0.20988489487911	-0.534100178291638
0.36651914292	-0.7330382858	-11.2748065672196	-19.0156886750526	-12.0747909209513	-0.572351406225942	-0.499571051890442
0.36651914292	-0.6806784083	-12.6215042084905	-19.9379611539439	-13.5126169887393	-0.823811072221683	-0.408226683456322
0.36651914292	-0.6283185307	-12.4989850979267	-19.5143769450772	-13.4616859548982	-0.641609858093098	-0.312529489016389
0.36651914292	-0.5759586532	-11.791885514471	-18.6580176811362	-12.7924348841228	-0.474760391608756	-0.291707439884554
0.36651914292	-0.5235987756	-12.4939375643478	-18.8998961403273	-13.6221134562443	-0.535735481460938	-0.307865719451523
0.36651914292	-0.47123889804	-13.6307443004879	-18.1345471626311	-15.5318009147909	-0.626720370061737	-0.261045264925713
0.36651914292	-0.41887902048	-12.9639707275574	-16.341453109374	-15.6357268102747	-0.625833803887462	-0.133810977474591
0.36651914292	-0.36651914292	-12.3401809751466	-16.1051075063418	-14.7077706820684	-0.662073796048344	-0.136575828953162
0.36651914292	-0.31415926536	-14.0304145134873	-17.9054970283777	-16.3198656489971	-0.738655440472311	-0.280232935977879
0.36651914292	-0.2617993878	-17.247328720208	-18.5994808305379	-22.9734654847144	-0.705090662910148	-0.472212710039166
0.36651914292	-0.20943951024	-15.8122384596189	-15.8344426157247	-38.7368362008703	-0.661157185887596	0.795608753208982
0.36651914292	-0.15707963268	-13.2878027360561	-13.350267897422	-31.7404623323798	-0.713317521005631	1.11336947736288
0.36651914292	-0.10471975512	-13.0189674940057	-13.1125778064264	-29.7302947445981	-0.680253253882445	-0.397243597921996
0.36651914292	-0.05235987756	-13.928504768733	-14.1629117974513	-26.7233179458908	-0.403409868788238	-0.99704839677039
0.36651914292	-4.4408920985E-16	-14.1485498391664	-14.1643668396461	-38.5430577742439	-0.138913843165155	-2.10142714690082
0.36651914292	0.05235987756	-13.6627562243303	-14.0200104470609	-24.6882283082512	2.85951856832488	-0.249805322270344
0.36651914292	0.10471975512	-12.4026186118526	-13.5391549457469	-18.7805108673614	2.52537651774494	0.199099832519828
0.36651914292	0.15707963268	-11.6719970895904	-13.6986463484983	-15.9560442190622	2.39625526564249	0.382196706807421
0.36651914292	0.20943951024	-12.8531939074494	-15.6404914303733	-16.098569823061	2.46212450823127	0.0876035242677437
0.36651914292	0.2617993878	-13.2028533749394	-17.9197324863722	-14.9911897346047	2.49352680395332	-0.363136507255913
0.36651914292	0.31415926536	-12.3746843270015	-17.7098244503922	-13.8789095818773	2.39189166403423	-0.349433959849896
0.36651914292	0.36651914292	-11.8155628511428	-16.1175879479067	-13.8315567204877	2.38966614747301	-0.137976269400641
0.36651914292	0.41887902048	-11.9451421599572	-16.0134451626189	-14.1053562697473	2.44030054291841	-0.202320354132594
0.36651914292	0.47123889804	-11.714897894556	-17.5572006804753	-13.0253822364944	2.45907105163032	-0.475067669517855
0.36651914292	0.5235987756	-10.7314339075816	-18.7062819354321	-11.4855910246494	2.51613477703504	-0.502251426932373
0.36651914292	0.5759586532	-10.0975471777702	-18.2644428959147	-10.8162231412066	2.59934746650118	-0.381215962853159
0.36651914292	0.6283185307	-9.92593268937121	-18.0459858094298	-10.653092392849	2.50770617241858	-0.364995401332238
0.36651914292	0.6806784083	-9.84390163823723	-18.1579413196339	-10.5366187510695	2.29655866394193	-0.452214377704166
0.36651914292	0.7330382858	-9.90999940321462	-17.9803750290069	-10.6462752745074	2.34061453804566	-0.467151555660059
0.36651914292	0.7853981634	-10.2623714147554	-17.6240064908354	-11.1432600832923	2.64848074955229	-0.432508549006319
0.36651914292	0.837758041	-10.4886084994204	-18.0623070532179	-11.3232042551815	2.79831039172608	-0.526271884372956
0.36651914292	0.8901179185	-10.0926938717581	-19.4979620538487	-10.6216723328331	2.58969652245654	-0.708699961379959
0.36651914292	0.9424777961	-9.45210753372545	-19.0182454719662	-9.96067773569796	2.37375205924385	-0.799199602259701
0.36651914292	0.9948376736	-9.23991833290579	-18.1672813720853	-9.83483235366517	2.48348269413076	-0.806242192643054
0.36651914292	1.0471975512	-8.96887802084412	-18.4568773436542	-9.48725467594433	2.64124366042916	-0.821450874870332
0.36651914292	1.0995574288	-8.34594004527205	-19.5777145535011	-8.68595392293037	2.68983048157447	-0.87856396210069
0.36651914292	1.1519173063	-7.80997910713635	-20.4131702939803	-8.05526453189305	2.76067731836975	-0.941907112213204
0.36651914292	1.2042771839	-7.70705374415732	-21.6984051335429	-7.88384415583816	2.94343398996282	-0.969938663495952
0.36651914292	1.2566370614	-7.82057838906953	-25.1143086515093	-7.90232926543177	3.00740392563737	-0.934001525807799
0.36651914292	1.308996939	-7.75038149838359	-27.5074162848165	-7.79655442830475	2.50696817483764	-0.877660311244028
0.36651914292	1.3613568166	-7.4410114162519	-24.9109486277609	-7.51948224218374	2.27470700356633	-0.886404607732674
0.36651914292	1.4137166941	-7.11964406369463	-26.3192977699352	-7.17217837075665	2.35941461957743	-0.943326366348202
0.36651914292	1.4660765717	-7.15305450707657	-34.2513441947168	-7.16153418305189	1.94105186061385	-0.961284861061172
0.36651914292	1.5184364492	-7.78770580148258	-29.4732164679553	-7.81726620966702	1.37684448049518	-0.956322495695043
0.36651914292	1.5707963268	-8.40255903890122	-23.3410948516425	-8.54413525830294	1.88241899853786	-1.04647561449147
0.36651914292	1.6231562044	-8.13738614498909	-22.0016898173426	-8.31953633218751	2.25424894636416	-1.20180761293662
0.36651914292	1.6755160819	-7.87953061311514	-26.8542631890441	-7.93487522492184	2.80598794142872	-1.24888809343394
0.36651914292	1.7278759595	-8.39169362458721	-32.2236412855205	-8.40970262815962	-2.35099523028308	-1.22980936811119
0.36651914292	1.780235837	-8.80660806008441	-40.0411118130753	-8.80987768102952	1.71741086373891	-1.30363980826289
0.36651914292	1.8325957146	-7.82114713085831	-24.4900904482237	-7.91568554779846	1.50889634031995	-1.40992540947114
0.36651914292	1.8849555922	-7.13297296678044	-25.0322654400738	-7.20399635616099	1.52623053551655	-1.3800306878267
0.36651914292	1.9373154697	-7.9603190146906	-37.4675021000515	-7.96518655276089	-0.635761140231974	-1.29407747681012
0.36651914292	1.9896753473	-9.13416204463342	-21.5626573630377	-9.38981736829545	-0.654155560163284	-1.36380413257508
0.36651914292	2.0420352248	-8.28352670410003	-16.1901555158263	-9.05074269842113	-0.0576170362452316	-1.58705517182447
0.36651914292	2.0943951024	-6.90698336848154	-14.2673224533855	-7.78816351568823	0.406663089293833	-1.63482071364873
0.36651914292	2.14675498	-6.9920336809872	-16.3807691697877	-7.52315823652497	0.910418070684822	-1.55207794252168
0.36651914292	2.1991148575	-7.48752281667847	-19.1645436851289	-7.79320978508675	1.44310658423917	-1.52655808284303
0.36651914292	2.2514747351	-7.43701342089834	-18.8106731172837	-7.76567409908141	1.15708763856083	-1.59216749177994
0.36651914292	2.3038346126	-6.96288228406934	-14.9218122025533	-7.72006471054843	0.83073197337308	-1.61186377898344
0.36651914292	2.3561944902	-6.92589167589435	-14.197292383095	-7.82733186904616	0.867786723442474	-1.57218219145801
0.36651914292	2.4085543678	-6.82915534982944	-16.4069225753235	-7.33628296199785	0.967058255292837	-1.58051210205904
0.36651914292	2.4609142453	-6.45821836051082	-18.8149146930173	-6.71826554713528	0.918553053224436	-1.61294055515884
0.36651914292	2.5132741229	-7.19230268076763	-20.3904800737632	-7.40539994228694	1.02754255003951	-1.56257694820779
0.36651914292	2.5656340004	-8.86590930776855	-22.0496275850866	-9.07973500846801	1.50707909214582	-1.43220179400399
0.36651914292	2.617993878	-9.41044085357411	-25.8722974389649	-9.50964952726104	1.2308275283037	-1.45622804085573
0.36651914292	2.6703537556	-8.32499896378564	-20.0165055791479	-8.62963147077801	-0.0749422731361764	-1.70379403267704
0.36651914292	2.7227136331	-8.40175267115011	-17.8608171870853	-8.92381137856296	-0.364973814918442	-1.9678009733531
0.36651914292	2.7750735107	-11.1902876400809	-26.8734203215941	-11.3092488926993	-0.429895992397858	-2.12269218030828
0.36651914292	2.8274333882	-12.2813892630629	-20.8055615549873	-12.9387775428798	1.13359913231075	-1.82868443949362
0.36651914292	2.8797932658	-7.96283610103598	-11.3886165270185	-10.5939561917351	0.799829069199395	-1.48740201578245
0.36651914292	2.9321531434	-6.57874997049461	-8.73680460871968	-10.6504059611305	0.624031928768921	-1.56129763497371
0.36651914292	2.9845130209	-9.42965685728799	-11.3213711296848	-13.9505225250747	0.508779295285329	-2.0912157587694
0.36651914292	3.0368728985	-12.2428681509561	-14.6836820116949	-15.9087637143962	0.342688376083363	-2.6080261749173
0.36651914292	3.089232776	-11.4333201357105	-11.7282866039301	-23.2600852957721	0.35177082975933	-2.30749526131533
0.36651914292	3.1415926536	-9.35784349925042	-9.53490593537105	-23.3426526968632	0.461636887850002	0.880610913614274
0.41887902048	-3.1415926536	-9.35775266326061	-9.63193551217865	-21.491563129156	-2.68418056089818	-2.34544763274669
0.41887902048	-3.089232776	-9.16631297888559	-11.8853592764313	-12.4888122262179	-2.55729494755073	-1.66895634980622
0.41887902048	-3.0368728985	-9.21010826963062	-14.3971965969954	-10.7771222206972	-2.50701051081218	-1.52063069508594
0.41887902048	-2.9845130209	-8.49761431174727	-10.5722226545717	-12.7021856121579	-2.5045766258068	-2.17699615518929
0.41887902048	-2.9321531434	-4.74788170794828	-7.99410320992013	-7.53441843208683	-2.29687582748686	-2.65664901004728
0.41887902048	-2.8797932658	-3.20889868409734	-10.0390454631944	-4.21882015425468	-1.80520462425544	-2.36090655737435
0.41887902048	-2.8274333882	-2.35171189856687	-14.6916329151733	-2.61279636683267	-0.914703612553053	-1.99074897859052
0.41887902048	-2.7750735107	-2.79706805881843	-27.8873266210485	-2.8105400528158	0.372817054492539	-1.86627740423062
0.41887902048	-2.7227136331	-3.73467027647073	-16.4041895599155	-3.9761327072775	3.07040763624568	-2.02009457435362
0.41887902048	-2.6703537556	-3.77114904443712	-14.2138897998178	-4.18220499215348	-2.55658192030023	-2.12431745356483
0.41887902048	-2.617993878	-3.48638908373154	-14.7863923265144	-3.82089350460488	-1.70153496631981	-1.95061078220485
0.41887902048	-2.5656340004	-2.7354235645996	-15.2597876189812	-2.98533347753983	-1.33970234188106	-1.77225724216264
0.41887902048	-2.5132741229	-1.89582775156317	-15.9651649987441	-2.0694081576623	-1.62412519795991	-1.77707689139096
0.41887902048	-2.4609142453	-1.10368246161383	-13.4497244357704	-1.36438795471356	-1.81045819726739	-1.83175296763238
0.41887902048	-2.4085543678	-0.871991087024175	-11.4788347197739	-1.26708933539203	-1.83880103520366	-1.82077017765028
0.41887902048	-2.3561944902	-1.17372825855702	-11.4638147701501	-1.60023560542688	-1.9783419303215	-1.80621036849668
0.41887902048	-2.3038346126	-1.57638847078984	-13.7137845260284	-1.85033775520398	-2.03270895597074	-1.86844007563499
0.41887902048	-2.2514747351	-2.07026646403101	-16.9852938428781	-2.21262384838158	-1.49623600582291	-1.9323755542929
0.41887902048	-2.1991148575	-3.03878901729287	-15.6671207472608	-3.28261812866484	-1.08074970143225	-1.87214908292264
0.41887902048	-2.14675498	-3.77875781878562	-16.2616510227079	-4.03113658998513	-1.52157829500197	-1.67785621372137
0.41887902048	-2.0943951024	-2.96984635039223	-17.0848782049813	-3.14157359239435	-2.29255851433576	-1.56983753311885
0.41887902048	-2.0420352248	-2.07333071427711	-22.3619129709309	-2.1141594491555	-2.99286495198275	-1.6296345446626
0.41887902048	-1.9896753473	-2.44700507332058	-26.4606429451362	-2.4642747306747	0.987461950992548	-1.73946012007547
0.41887902048	-1.9373154697	-4.23339091607185	-20.8568580980736	-4.32893549790215	-0.04096899938102	-1.80232055947443
0.41887902048	-1.8849555922	-6.11083293346693	-18.5765447556669	-6.36424189508012	-0.688912825025889	-1.7047365828546
0.41887902048	-1.8325957146	-6.56356217394621	-20.0038483376116	-6.76483278286198	-0.769126782221543	-1.49148761691028
0.41887902048	-1.780235837	-6.45641352107171	-25.02980487163	-6.51715406318334	0.213423866522557	-1.36862469873462
0.41887902048	-1.7278759595	-6.67543974742808	-21.349969972318	-6.8260448841196	0.887006518226291	-1.30569901154181
0.41887902048	-1.6755160819	-6.76427116999944	-20.813444252275	-6.93867581738784	0.376856088453507	-1.19284928361976
0.41887902048	-1.6231562044	-6.10241636234582	-18.9826830186226	-6.3321332172633	-0.265042859897454	-1.0591070041388
0.41887902048	-1.5707963268	-5.75838581288797	-21.5723098688502	-5.87377055120495	-0.482139202467182	-1.01061282133957
0.41887902048	-1.5184364492	-5.86892292149417	-34.1743801230572	-5.87534328429399	0.377372841333876	-1.04950340313146
0.41887902048	-1.4660765717	-5.82783401413116	-25.8230482305637	-5.87153043631818	1.15928144076241	-1.0778669146016
0.41887902048	-1.4137166941	-5.94833848107212	-21.7270237852061	-6.06467596586439	0.606918077142219	-1.03399662662071
0.41887902048	-1.3613568166	-6.82614858634902	-21.2132766368335	-6.98725087890968	0.325750533063514	-0.985583721588118
0.41887902048	-1.308996939	-8.12528289523053	-23.7159860332232	-8.24683924181057	0.297980165844192	-1.0139775875726
0.41887902048	-1.2566370614	-8.5449526878543	-23.4560352584987	-8.68744158339985	0.356923757241547	-1.05411193280663
