2
Theta=90.0000000000002(deg)

Frequency	Phi	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
915000000	5.8643062867	-15.1228533859284	-34.7268888128374	-15.1706911044382	-1.972503980161	0.336295906451993
915000000	5.9166661643	-15.1291858278194	-33.6060135368142	-15.1913018504847	-1.99476403033631	0.324059263414393
915000000	5.9690260418	-15.1268026310836	-32.6143910107281	-15.2049522918048	-2.01323152166352	0.310042937334669
915000000	6.0213859194	-15.115144988403	-31.7390205714999	-15.2106804863036	-2.02943361144638	0.294381601819179
915000000	6.0737457969	-15.08860304187	-30.9599017493191	-15.2024534323171	-2.04344700955029	0.277176934576074
915000000	6.1261056745	-15.0518459262206	-30.2701146638956	-15.1844543111453	-2.05574525157332	0.258659834748457
915000000	6.1784655521	-14.9995194195819	-29.6546811746442	-15.1508095803512	-2.06679598360312	0.238983481197143
915000000	6.2308254296	-14.9314250548028	-29.1110942644007	-15.100565299956	-2.0768412076654	0.218539365837398
928000000	0	-16.9140186547586	-26.7804000580615	-17.3866970538189	-1.58032234293875	0.619457884014286
928000000	0.05235987756	-16.8177287595573	-26.5353014250751	-17.3078489711054	-1.59448113493127	0.59768615161199
928000000	0.10471975512	-16.7168182025762	-26.3259979736026	-17.2200707789103	-1.60751282037204	0.575979498068135
928000000	0.15707963268	-16.6062976196114	-26.1504189393612	-17.1176108624897	-1.61943679283621	0.554141884704398
928000000	0.20943951024	-16.4942707915765	-26.0069212911618	-17.0095322344154	-1.63035772055906	0.533369830981887
928000000	0.2617993878	-16.3715319917704	-25.8959758936655	-16.8853101089713	-1.6403283230304	0.513097346656642
928000000	0.31415926536	-16.247280738622	-25.8166335970839	-16.7554517018065	-1.64939168561028	0.494249041136394
928000000	0.36651914292	-16.1160045019173	-25.7665867878921	-16.614197520941	-1.65759271715533	0.476791595627832
