1
Frequency	E Total. dB
902000000	-4.77489950956976
915000000	-5.20361554681667
928000000	-5.96607632894428
960000000	-5.04399213944679
1700000000	0.496939192396381
2100000000	1.30454308696427
3300000000	-1.21737238435321
3400000000	-2.22528496154788
3500000000	-0.288651481776449
3800000000	-0.466258468571807
5040000000	-0.893978276625521
5060000000	-0.986769721076258
5080000000	-0.641597255664553
5500000000	0.0275521524991215
