serial, 50, 52, 54, 58, 60, 64, 68, 80
31EAC27, -33.53, -35.43, -37.34, -39.30, -41.03, -44.97, -48.70, -50.08
31EA34AF, -33.33, -35.25, -37.22, -39.02, -40.75, -44.67, -48.34, -50.59
